2026-03-15 22:19:49,W3_swarm,Network_1,192.168.100.10,192.168.100.11,1,"['192.168.100.11', '192.168.100.12', '192.168.100.13', '192.168.100.14', '192.168.100.15']",[],192.168.100.11,True,0
2026-03-15 22:19:49,W3_swarm,Network_1,192.168.100.10,192.168.100.12,1,"['192.168.100.11', '192.168.100.12', '192.168.100.13', '192.168.100.14', '192.168.100.15']",[],192.168.100.12,True,0
2026-03-15 22:19:55,W3_swarm,Network_1,192.168.100.12,192.168.100.13,2,"['192.168.100.11', '192.168.100.12', '192.168.100.13', '192.168.100.14', '192.168.100.15']","[21, 22, 80, 443, 3306, 8080]",192.168.100.13,True,0.0
2026-03-15 22:19:57,W3_swarm,Network_1,192.168.100.11,192.168.100.14,2,"['192.168.100.11', '192.168.100.12', '192.168.100.13', '192.168.100.14', '192.168.100.15']","[21, 22, 80, 443, 3306, 8080]",192.168.100.14,True,0.0
2026-03-15 22:20:02,W3_swarm,Network_1,192.168.100.12,192.168.100.15,3,"['192.168.100.11', '192.168.100.12', '192.168.100.13', '192.168.100.14', '192.168.100.15']","[21, 22, 80, 443, 3306, 8080]",192.168.100.15,True,0.0
