"No.","Time","Source","Destination","Protocol","Length","Info"
"18","0.309369784","192.168.100.11","192.168.100.10","TCP","60","3306  >  43307 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"19","0.309369818","192.168.100.11","192.168.100.10","TCP","60","8080  >  43307 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"20","0.309381354","192.168.100.10","192.168.100.11","TCP","54","43307  >  21 [RST] Seq=1 Win=0 Len=0"
"21","0.309403779","192.168.100.10","192.168.100.11","TCP","54","43307  >  22 [RST] Seq=1 Win=0 Len=0"
"22","0.309422406","192.168.100.10","192.168.100.11","TCP","54","43307  >  80 [RST] Seq=1 Win=0 Len=0"
"23","0.309699823","192.168.100.10","192.168.100.11","TCP","54","43307  >  3306 [RST] Seq=1 Win=0 Len=0"
"24","0.309720039","192.168.100.10","192.168.100.11","TCP","54","43307  >  8080 [RST] Seq=1 Win=0 Len=0"
"25","0.367522089","192.168.100.10","192.168.100.11","TCP","74","43638  >  9999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3053784055 TSecr=0 WS=512"
"26","0.368317360","192.168.100.11","192.168.100.10","TCP","74","9999  >  43638 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2229775399 TSecr=3053784055 WS=128"
"27","0.368795713","192.168.100.10","192.168.100.11","TCP","66","43638  >  9999 [ACK] Seq=1 Ack=1 Win=64512 Len=0 TSval=3053784056 TSecr=2229775399"
"28","0.368950258","192.168.100.10","192.168.100.11","TCP","3688","43638  >  9999 [PSH, ACK] Seq=1 Ack=1 Win=64512 Len=3622 TSval=3053784057 TSecr=2229775399"
"29","0.369251832","192.168.100.10","192.168.100.11","TCP","66","43638  >  9999 [FIN, ACK] Seq=3623 Ack=1 Win=64512 Len=0 TSval=3053784057 TSecr=2229775399"
"30","0.370244628","192.168.100.11","192.168.100.10","TCP","66","9999  >  43638 [ACK] Seq=1 Ack=3623 Win=64128 Len=0 TSval=2229775402 TSecr=3053784057"
"31","0.372619461","192.168.100.11","192.168.100.10","TCP","66","9999  >  43638 [FIN, ACK] Seq=1 Ack=3624 Win=64128 Len=0 TSval=2229775404 TSecr=3053784057"
"32","0.372649157","192.168.100.10","192.168.100.11","TCP","66","43638  >  9999 [ACK] Seq=3624 Ack=2 Win=64512 Len=0 TSval=3053784060 TSecr=2229775404"
"33","0.375672565","192.168.100.11","192.168.100.10","TCP","74","56664  >  8888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229775407 TSecr=0 WS=128"
"34","0.375702226","192.168.100.10","192.168.100.11","TCP","74","8888  >  56664 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3053784063 TSecr=2229775407 WS=512"
"35","0.375981851","192.168.100.11","192.168.100.10","TCP","66","56664  >  8888 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2229775407 TSecr=3053784063"
"36","0.377840937","192.168.100.11","192.168.100.10","TCP","265","56664  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=199 TSval=2229775409 TSecr=3053784063"
"37","0.377869492","192.168.100.10","192.168.100.11","TCP","66","8888  >  56664 [ACK] Seq=1 Ack=200 Win=65024 Len=0 TSval=3053784066 TSecr=2229775409"
"38","0.377908063","192.168.100.11","192.168.100.10","TCP","66","56664  >  8888 [FIN, ACK] Seq=200 Ack=1 Win=64256 Len=0 TSval=2229775409 TSecr=3053784063"
"39","0.377969009","192.168.100.10","192.168.100.11","TCP","66","8888  >  56664 [FIN, ACK] Seq=1 Ack=201 Win=65024 Len=0 TSval=3053784066 TSecr=2229775409"
"40","0.378100432","192.168.100.11","192.168.100.10","TCP","66","56664  >  8888 [ACK] Seq=201 Ack=2 Win=64256 Len=0 TSval=2229775410 TSecr=3053784066"
"41","0.423885973","VMware_7a:70:0b","Broadcast","ARP","42","Who has 192.168.100.12? Tell 192.168.100.10"
"42","0.424221005","VMware_48:a5:6d","VMware_7a:70:0b","ARP","60","192.168.100.12 is at 00:0c:29:48:a5:6d"
"43","0.515783443","192.168.100.10","192.168.100.12","TCP","58","56449  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"44","0.515850026","192.168.100.10","192.168.100.12","TCP","58","56449  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"45","0.515877801","192.168.100.10","192.168.100.12","TCP","58","56449  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"46","0.515898303","192.168.100.10","192.168.100.12","TCP","58","56449  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"47","0.515920800","192.168.100.10","192.168.100.12","TCP","58","56449  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"48","0.515944697","192.168.100.10","192.168.100.12","TCP","58","56449  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"49","0.516638495","192.168.100.12","192.168.100.10","TCP","60","443  >  56449 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"50","0.516638752","192.168.100.12","192.168.100.10","TCP","60","8080  >  56449 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"51","0.516686544","192.168.100.10","192.168.100.12","TCP","54","56449  >  443 [RST] Seq=1 Win=0 Len=0"
"52","0.517023311","192.168.100.10","192.168.100.12","TCP","54","56449  >  8080 [RST] Seq=1 Win=0 Len=0"
"53","0.517080583","192.168.100.12","192.168.100.10","TCP","60","22  >  56449 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"54","0.517080690","192.168.100.12","192.168.100.10","TCP","60","3306  >  56449 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"55","0.517080749","192.168.100.12","192.168.100.10","TCP","60","80  >  56449 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"56","0.517080782","192.168.100.12","192.168.100.10","TCP","60","21  >  56449 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"57","0.517107513","192.168.100.10","192.168.100.12","TCP","54","56449  >  22 [RST] Seq=1 Win=0 Len=0"
"58","0.517130346","192.168.100.10","192.168.100.12","TCP","54","56449  >  3306 [RST] Seq=1 Win=0 Len=0"
"59","0.517175785","192.168.100.10","192.168.100.12","TCP","54","56449  >  80 [RST] Seq=1 Win=0 Len=0"
"60","0.517199323","192.168.100.10","192.168.100.12","TCP","54","56449  >  21 [RST] Seq=1 Win=0 Len=0"
"61","0.598455752","192.168.100.10","192.168.100.12","TCP","74","44034  >  9999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=4010906430 TSecr=0 WS=512"
"62","0.598854748","192.168.100.12","192.168.100.10","TCP","74","9999  >  44034 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=411813625 TSecr=4010906430 WS=128"
"63","0.599004904","192.168.100.10","192.168.100.12","TCP","66","44034  >  9999 [ACK] Seq=1 Ack=1 Win=64512 Len=0 TSval=4010906431 TSecr=411813625"
"64","0.599103483","192.168.100.10","192.168.100.12","TCP","3706","44034  >  9999 [PSH, ACK] Seq=1 Ack=1 Win=64512 Len=3640 TSval=4010906431 TSecr=411813625"
"65","0.599185957","192.168.100.10","192.168.100.12","TCP","66","44034  >  9999 [FIN, ACK] Seq=3641 Ack=1 Win=64512 Len=0 TSval=4010906431 TSecr=411813625"
"66","0.600149451","192.168.100.12","192.168.100.10","TCP","66","9999  >  44034 [ACK] Seq=1 Ack=3641 Win=64128 Len=0 TSval=411813626 TSecr=4010906431"
"67","0.602290582","192.168.100.12","192.168.100.10","TCP","66","9999  >  44034 [FIN, ACK] Seq=1 Ack=3642 Win=64128 Len=0 TSval=411813628 TSecr=4010906431"
"68","0.602335828","192.168.100.10","192.168.100.12","TCP","66","44034  >  9999 [ACK] Seq=3642 Ack=2 Win=64512 Len=0 TSval=4010906434 TSecr=411813628"
"69","0.605643043","192.168.100.12","192.168.100.10","TCP","74","51994  >  8888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=411813632 TSecr=0 WS=128"
"70","0.605909062","192.168.100.10","192.168.100.12","TCP","74","8888  >  51994 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4010906438 TSecr=411813632 WS=512"
"71","0.606153144","192.168.100.12","192.168.100.10","TCP","66","51994  >  8888 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=411813632 TSecr=4010906438"
"72","0.607559062","192.168.100.12","192.168.100.10","TCP","283","51994  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=217 TSval=411813634 TSecr=4010906438"
"73","0.607559556","192.168.100.12","192.168.100.10","TCP","66","51994  >  8888 [FIN, ACK] Seq=218 Ack=1 Win=64256 Len=0 TSval=411813634 TSecr=4010906438"
"74","0.607603835","192.168.100.10","192.168.100.12","TCP","66","8888  >  51994 [ACK] Seq=1 Ack=218 Win=65024 Len=0 TSval=4010906439 TSecr=411813634"
"75","0.607734904","192.168.100.10","192.168.100.12","TCP","66","8888  >  51994 [FIN, ACK] Seq=1 Ack=219 Win=65024 Len=0 TSval=4010906439 TSecr=411813634"
"76","0.607852134","192.168.100.12","192.168.100.10","TCP","66","51994  >  8888 [ACK] Seq=219 Ack=2 Win=64256 Len=0 TSval=411813634 TSecr=4010906439"
"77","0.619899898","VMware_73:39:c1","Broadcast","ARP","60","Who has 192.168.100.12? Tell 192.168.100.11"
"78","0.620103777","VMware_48:a5:6d","VMware_73:39:c1","ARP","60","192.168.100.12 is at 00:0c:29:48:a5:6d"
"79","0.709199007","VMware_73:39:c1","Broadcast","ARP","60","Who has 192.168.100.13? Tell 192.168.100.11"
"80","0.709371255","VMware_50:3b:75","VMware_73:39:c1","ARP","60","192.168.100.13 is at 00:0c:29:50:3b:75"
"81","0.841155854","VMware_73:39:c1","Broadcast","ARP","60","Who has 192.168.100.12? Tell 192.168.100.11"
"82","0.843127714","VMware_48:a5:6d","VMware_73:39:c1","ARP","60","192.168.100.12 is at 00:0c:29:48:a5:6d"
"83","0.853306159","192.168.100.11","192.168.100.12","TCP","60","34159  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"84","0.853307473","192.168.100.11","192.168.100.12","TCP","60","34159  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"85","0.853307505","192.168.100.11","192.168.100.12","TCP","60","34159  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"86","0.853559546","192.168.100.12","192.168.100.11","TCP","60","3306  >  34159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"87","0.853559810","192.168.100.11","192.168.100.12","TCP","60","34159  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"88","0.853758553","192.168.100.12","192.168.100.11","TCP","60","22  >  34159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"89","0.853758630","192.168.100.12","192.168.100.11","TCP","60","443  >  34159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"90","0.853758670","192.168.100.12","192.168.100.11","TCP","60","80  >  34159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"91","0.854326550","192.168.100.11","192.168.100.12","TCP","60","34159  >  3306 [RST] Seq=1 Win=0 Len=0"
"92","0.854326708","192.168.100.11","192.168.100.12","TCP","60","34159  >  22 [RST] Seq=1 Win=0 Len=0"
"93","0.854326742","192.168.100.11","192.168.100.12","TCP","60","34159  >  443 [RST] Seq=1 Win=0 Len=0"
"94","0.854326775","192.168.100.11","192.168.100.12","TCP","60","34159  >  80 [RST] Seq=1 Win=0 Len=0"
"95","0.854326808","192.168.100.11","192.168.100.12","TCP","60","34159  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"96","0.854349470","192.168.100.11","192.168.100.12","TCP","60","34159  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"97","0.854395163","192.168.100.12","192.168.100.11","TCP","60","21  >  34159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"98","0.854472764","192.168.100.12","192.168.100.11","TCP","60","8080  >  34159 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"99","0.854472932","192.168.100.11","192.168.100.12","TCP","60","34159  >  21 [RST] Seq=1 Win=0 Len=0"
"100","0.854472991","192.168.100.11","192.168.100.12","TCP","60","34159  >  8080 [RST] Seq=1 Win=0 Len=0"
"101","0.890364458","192.168.100.11","192.168.100.12","TCP","74","44792  >  9999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3502956318 TSecr=0 WS=128"
"102","0.890545931","192.168.100.12","192.168.100.11","TCP","74","9999  >  44792 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2544227203 TSecr=3502956318 WS=128"
"103","0.890616241","192.168.100.11","192.168.100.12","TCP","66","44792  >  9999 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3502956318 TSecr=2544227203"
"104","0.891340600","192.168.100.11","192.168.100.12","TCP","3688","44792  >  9999 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=3622 TSval=3502956318 TSecr=2544227203"
"105","0.891340790","192.168.100.11","192.168.100.12","TCP","66","44792  >  9999 [FIN, ACK] Seq=3623 Ack=1 Win=64256 Len=0 TSval=3502956319 TSecr=2544227203"
"106","0.891641770","192.168.100.12","192.168.100.11","TCP","66","9999  >  44792 [ACK] Seq=1 Ack=3623 Win=64128 Len=0 TSval=2544227204 TSecr=3502956318"
"107","0.893558834","192.168.100.12","192.168.100.11","TCP","66","9999  >  44792 [FIN, ACK] Seq=1 Ack=3624 Win=64128 Len=0 TSval=2544227205 TSecr=3502956319"
"108","0.893604122","192.168.100.11","192.168.100.12","TCP","66","44792  >  9999 [ACK] Seq=3624 Ack=2 Win=64256 Len=0 TSval=3502956321 TSecr=2544227205"
"109","0.897610149","192.168.100.12","192.168.100.10","TCP","74","51996  >  8888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=411813924 TSecr=0 WS=128"
"110","0.897655160","192.168.100.10","192.168.100.12","TCP","74","8888  >  51996 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=4010906729 TSecr=411813924 WS=512"
"111","0.897803379","192.168.100.12","192.168.100.10","TCP","66","51996  >  8888 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=411813924 TSecr=4010906729"
"112","0.901732219","192.168.100.12","192.168.100.10","TCP","265","51996  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=199 TSval=411813928 TSecr=4010906729"
"113","0.901732800","192.168.100.12","192.168.100.10","TCP","66","51996  >  8888 [FIN, ACK] Seq=200 Ack=1 Win=64256 Len=0 TSval=411813928 TSecr=4010906729"
"114","0.901801010","192.168.100.10","192.168.100.12","TCP","66","8888  >  51996 [ACK] Seq=1 Ack=200 Win=65024 Len=0 TSval=4010906733 TSecr=411813928"
"115","0.902047400","192.168.100.10","192.168.100.12","TCP","66","8888  >  51996 [FIN, ACK] Seq=1 Ack=201 Win=65024 Len=0 TSval=4010906734 TSecr=411813928"
"116","0.902268099","192.168.100.12","192.168.100.10","TCP","66","51996  >  8888 [ACK] Seq=201 Ack=2 Win=64256 Len=0 TSval=411813928 TSecr=4010906734"
"117","0.928132660","VMware_73:39:c1","Broadcast","ARP","60","Who has 192.168.100.13? Tell 192.168.100.11"
"118","0.928133855","VMware_50:3b:75","VMware_73:39:c1","ARP","60","192.168.100.13 is at 00:0c:29:50:3b:75"
"119","0.931615628","VMware_48:a5:6d","Broadcast","ARP","60","Who has 192.168.100.13? Tell 192.168.100.12"
"120","0.932130404","VMware_50:3b:75","VMware_48:a5:6d","ARP","60","192.168.100.13 is at 00:0c:29:50:3b:75"
"121","0.939071053","VMware_73:39:c1","Broadcast","ARP","60","Who has 192.168.100.13? Tell 192.168.100.11"
"122","0.939130698","VMware_50:3b:75","VMware_73:39:c1","ARP","60","192.168.100.13 is at 00:0c:29:50:3b:75"
"123","0.939268613","192.168.100.11","192.168.100.13","TCP","60","57880  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"124","0.939268724","192.168.100.11","192.168.100.13","TCP","60","57880  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"125","0.939268810","192.168.100.11","192.168.100.13","TCP","60","57880  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"126","0.939268844","192.168.100.11","192.168.100.13","TCP","60","57880  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"127","0.939268878","192.168.100.11","192.168.100.13","TCP","60","57880  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"128","0.939285376","192.168.100.11","192.168.100.13","TCP","60","57880  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"129","0.939854452","192.168.100.13","192.168.100.11","TCP","60","443  >  57880 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"130","0.939854634","192.168.100.13","192.168.100.11","TCP","60","8080  >  57880 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"131","0.939854670","192.168.100.13","192.168.100.11","TCP","60","22  >  57880 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"132","0.939874990","192.168.100.11","192.168.100.13","TCP","60","57880  >  443 [RST] Seq=1 Win=0 Len=0"
"133","0.939923657","192.168.100.13","192.168.100.11","TCP","60","3306  >  57880 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"134","0.939923754","192.168.100.11","192.168.100.13","TCP","60","57880  >  8080 [RST] Seq=1 Win=0 Len=0"
"135","0.939923794","192.168.100.13","192.168.100.11","TCP","60","21  >  57880 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"136","0.939954263","192.168.100.11","192.168.100.13","TCP","60","57880  >  22 [RST] Seq=1 Win=0 Len=0"
"137","0.939954307","192.168.100.13","192.168.100.11","TCP","60","80  >  57880 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"138","0.940602339","192.168.100.11","192.168.100.13","TCP","60","57880  >  3306 [RST] Seq=1 Win=0 Len=0"
"139","0.940602550","192.168.100.11","192.168.100.13","TCP","60","57880  >  21 [RST] Seq=1 Win=0 Len=0"
"140","0.940602611","192.168.100.11","192.168.100.13","TCP","60","57880  >  80 [RST] Seq=1 Win=0 Len=0"
"141","0.970945618","192.168.100.11","192.168.100.13","TCP","74","48742  >  9999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3827297857 TSecr=0 WS=128"
"142","0.971125049","192.168.100.13","192.168.100.11","TCP","74","9999  >  48742 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1612335595 TSecr=3827297857 WS=128"
"143","0.971514993","192.168.100.11","192.168.100.13","TCP","66","48742  >  9999 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3827297858 TSecr=1612335595"
"144","0.971515273","192.168.100.11","192.168.100.13","TCP","3706","48742  >  9999 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=3640 TSval=3827297858 TSecr=1612335595"
"145","0.971515309","192.168.100.11","192.168.100.13","TCP","66","48742  >  9999 [FIN, ACK] Seq=3641 Ack=1 Win=64256 Len=0 TSval=3827297858 TSecr=1612335595"
"146","0.971852170","192.168.100.13","192.168.100.11","TCP","66","9999  >  48742 [ACK] Seq=1 Ack=3641 Win=64128 Len=0 TSval=1612335595 TSecr=3827297858"
"147","0.972415596","192.168.100.13","192.168.100.11","TCP","66","9999  >  48742 [FIN, ACK] Seq=1 Ack=3642 Win=64128 Len=0 TSval=1612335596 TSecr=3827297858"
"148","0.972503913","192.168.100.11","192.168.100.13","TCP","66","48742  >  9999 [ACK] Seq=3642 Ack=2 Win=64256 Len=0 TSval=3827297859 TSecr=1612335596"
"149","0.976887256","192.168.100.13","192.168.100.10","TCP","74","46674  >  8888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1724918153 TSecr=0 WS=128"
"150","0.976932830","192.168.100.10","192.168.100.13","TCP","74","8888  >  46674 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2451354264 TSecr=1724918153 WS=512"
"151","0.977230919","192.168.100.13","192.168.100.10","TCP","66","46674  >  8888 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1724918154 TSecr=2451354264"
"152","0.977647046","192.168.100.13","192.168.100.10","TCP","283","46674  >  8888 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=217 TSval=1724918154 TSecr=2451354264"
"153","0.977647211","192.168.100.13","192.168.100.10","TCP","66","46674  >  8888 [FIN, ACK] Seq=218 Ack=1 Win=64256 Len=0 TSval=1724918154 TSecr=2451354264"
"154","0.977678559","192.168.100.10","192.168.100.13","TCP","66","8888  >  46674 [ACK] Seq=1 Ack=218 Win=65024 Len=0 TSval=2451354264 TSecr=1724918154"
"155","0.977785372","192.168.100.10","192.168.100.13","TCP","66","8888  >  46674 [FIN, ACK] Seq=1 Ack=219 Win=65024 Len=0 TSval=2451354264 TSecr=1724918154"
"156","0.977986467","192.168.100.13","192.168.100.10","TCP","66","46674  >  8888 [ACK] Seq=219 Ack=2 Win=64256 Len=0 TSval=1724918155 TSecr=2451354264"
"157","1.056547656","VMware_48:a5:6d","Broadcast","ARP","60","Who has 192.168.100.14? Tell 192.168.100.12"
"158","1.056857950","VMware_ed:58:af","VMware_48:a5:6d","ARP","60","192.168.100.14 is at 00:0c:29:ed:58:af"
"159","1.145481042","VMware_48:a5:6d","Broadcast","ARP","60","Who has 192.168.100.13? Tell 192.168.100.12"
"160","1.145646624","VMware_50:3b:75","VMware_48:a5:6d","ARP","60","192.168.100.13 is at 00:0c:29:50:3b:75"
"161","1.155610421","VMware_48:a5:6d","Broadcast","ARP","60","Who has 192.168.100.13? Tell 192.168.100.12"
"162","1.155771809","VMware_50:3b:75","VMware_48:a5:6d","ARP","60","192.168.100.13 is at 00:0c:29:50:3b:75"
"163","1.155872705","192.168.100.12","192.168.100.13","TCP","60","41301  >  443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"164","1.155872767","192.168.100.12","192.168.100.13","TCP","60","41301  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"165","1.155872798","192.168.100.12","192.168.100.13","TCP","60","41301  >  22 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"166","1.155896305","192.168.100.12","192.168.100.13","TCP","60","41301  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"167","1.155896332","192.168.100.12","192.168.100.13","TCP","60","41301  >  80 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"168","1.155938366","192.168.100.12","192.168.100.13","TCP","60","41301  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"169","1.156587032","192.168.100.13","192.168.100.12","TCP","60","443  >  41301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"170","1.156587381","192.168.100.13","192.168.100.12","TCP","60","8080  >  41301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"171","1.156587418","192.168.100.13","192.168.100.12","TCP","60","22  >  41301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"172","1.156587456","192.168.100.13","192.168.100.12","TCP","60","21  >  41301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"173","1.156587492","192.168.100.13","192.168.100.12","TCP","60","80  >  41301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"174","1.156587526","192.168.100.13","192.168.100.12","TCP","60","3306  >  41301 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"175","1.156874271","192.168.100.12","192.168.100.13","TCP","60","41301  >  443 [RST] Seq=1 Win=0 Len=0"
"176","1.156874335","192.168.100.12","192.168.100.13","TCP","60","41301  >  8080 [RST] Seq=1 Win=0 Len=0"
"177","1.156893211","192.168.100.12","192.168.100.13","TCP","60","41301  >  22 [RST] Seq=1 Win=0 Len=0"
"178","1.156920262","192.168.100.12","192.168.100.13","TCP","60","41301  >  21 [RST] Seq=1 Win=0 Len=0"
"179","1.156920293","192.168.100.12","192.168.100.13","TCP","60","41301  >  80 [RST] Seq=1 Win=0 Len=0"
"180","1.157006260","192.168.100.12","192.168.100.13","TCP","60","41301  >  3306 [RST] Seq=1 Win=0 Len=0"
"181","1.179312067","192.168.100.12","192.168.100.13","TCP","74","42982  >  9999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=637528536 TSecr=0 WS=128"
"182","1.179668788","192.168.100.13","192.168.100.12","TCP","74","9999  >  42982 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1802649653 TSecr=637528536 WS=128"
